address,street,huisnr1,huisnr2,busnr,postcode,district,source_row_count,aard_summary,oldest_opnamedatum,search_query,status,confidence,best_score,organization_name_candidate,kbo_numbers,generic_emails,social_links,source_urls,source_titles,notes
"Bredabaan 308, 2170 Merksem",BREDABAAN,308,,,2170,Merksem,1,gebouw:1,2021/12/01 00:00:00+00,"""Bredabaan 308"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Prins Leopoldstraat 77-79, 2140 Borgerhout",PRINS LEOPOLDSTRAAT,77,79,,2140,Borgerhout,1,gebouw:1,2021/12/06 00:00:00+00,"""Prins Leopoldstraat 77"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Prins Leopoldstraat 79-201, 2140 Borgerhout",PRINS LEOPOLDSTRAAT,79,201,,2140,Borgerhout,1,woning:1,2022/09/21 00:00:00+00,"""Prins Leopoldstraat 79"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Gemeentestraat 5, 2060 Antwerpen",GEMEENTESTRAAT,5,,,2060,Antwerpen,1,gebouw:1,2024/01/24 00:00:00+00,"""Gemeentestraat 5"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Turnhoutsebaan 88, 2100 Deurne",TURNHOUTSEBAAN,88,,,2100,Deurne,1,gebouw:1,2015/08/20 00:00:00+00,"""Turnhoutsebaan 88"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bredabaan 425, 2170 Merksem",BREDABAAN,425,,,2170,Merksem,3,gebouw:3,2019/11/04 00:00:00+00,"""Bredabaan 425"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Jaak Coveliersstraat 36, 2170 Merksem",JAAK COVELIERSSTRAAT,36,,,2170,Merksem,1,woning:1,2024/05/21 00:00:00+00,"""Jaak Coveliersstraat 36"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lange Scholiersstraat 114, 2060 Antwerpen",LANGE SCHOLIERSSTRAAT,114,,,2060,Antwerpen,1,woning:1,2023/12/01 00:00:00+00,"""Lange Scholiersstraat 114"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Van Kerckhovenstraat 45, 2060 Antwerpen",VAN KERCKHOVENSTRAAT,45,,,2060,Antwerpen,1,gebouw:1,2023/08/25 00:00:00+00,"""Van Kerckhovenstraat 45"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Cruyslei 35-1, 2140 Borgerhout",CRUYSLEI,35,1,,2140,Borgerhout,1,gebouw:1,2025/06/13 00:00:00+00,"""Cruyslei 35"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Cruyslei 35-101, 2140 Borgerhout",CRUYSLEI,35,101,,2140,Borgerhout,1,woning:1,2025/06/13 00:00:00+00,"""Cruyslei 35"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Cruyslei 35-201, 2140 Borgerhout",CRUYSLEI,35,201,,2140,Borgerhout,1,woning:1,2025/06/13 00:00:00+00,"""Cruyslei 35"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Cruyslei 35-301, 2140 Borgerhout",CRUYSLEI,35,301,,2140,Borgerhout,1,woning:1,2025/06/13 00:00:00+00,"""Cruyslei 35"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Grote Markt 44, 2000 Antwerpen",GROTE MARKT,44,,,2000,Antwerpen,4,woning:3; gebouw:1,2024/01/30 00:00:00+00,"""Grote Markt 44"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Berkenrodelei 5, 2660 Hoboken",BERKENRODELEI,5,,,2660,Hoboken,1,woning:1,2025/02/20 00:00:00+00,"""Berkenrodelei 5"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Gagelveldenstraat 38, 2170 Merksem",GAGELVELDENSTRAAT,38,,,2170,Merksem,1,woning:1,2022/05/19 00:00:00+00,"""Gagelveldenstraat 38"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Schoolstraat 53, 2060 Antwerpen",SCHOOLSTRAAT,53,,,2060,Antwerpen,1,woning:1,2021/08/20 00:00:00+00,"""Schoolstraat 53"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Markgravelei 112, 2018 Antwerpen",MARKGRAVELEI,112,,,2018,Antwerpen,1,woning:1,2025/07/22 00:00:00+00,"""Markgravelei 112"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Viide-Olympiadelaan 135, 2020 Antwerpen",VIIDE-OLYMPIADELAAN,135,,,2020,Antwerpen,1,gebouw:1,2022/04/01 00:00:00+00,"""Viide-Olympiadelaan 135"" ""2020"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Jan Van Rijswijcklaan 31, 2018 Antwerpen",JAN VAN RIJSWIJCKLAAN,31,,,2018,Antwerpen,1,woning:1,2024/08/08 00:00:00+00,"""Jan Van Rijswijcklaan 31"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bredabaan 530, 2170 Merksem",BREDABAAN,530,,,2170,Merksem,1,gebouw:1,2018/04/26 00:00:00+00,"""Bredabaan 530"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Corneel Smitslei 17 bus 2, 2150 Borsbeek",CORNEEL SMITSLEI,17,,2,2150,Borsbeek,1,woning:1,2020/01/29 00:00:00+00,"""Corneel Smitslei 17"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"De Robianostraat 102, 2150 Borsbeek",DE ROBIANOSTRAAT,102,,,2150,Borsbeek,1,gebouw:1,2021/03/19 00:00:00+00,"""De Robianostraat 102"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Frans Beirenslaan 281, 2150 Borsbeek",FRANS BEIRENSLAAN,281,,,2150,Borsbeek,1,woning:1,2021/02/20 00:00:00+00,"""Frans Beirenslaan 281"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"De Robianostraat 16, 2150 Borsbeek",DE ROBIANOSTRAAT,16,,,2150,Borsbeek,1,woning:1,2024/04/05 00:00:00+00,"""De Robianostraat 16"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Venusstraat 17 bus 28, 2000 Antwerpen",VENUSSTRAAT,17,,28,2000,Antwerpen,1,woning:1,2024/02/19 00:00:00+00,"""Venusstraat 17"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Frans Beirenslaan 75, 2150 Borsbeek",FRANS BEIRENSLAAN,75,,,2150,Borsbeek,1,woning:1,2024/04/29 00:00:00+00,"""Frans Beirenslaan 75"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Frans Beirenslaan 94, 2150 Borsbeek",FRANS BEIRENSLAAN,94,,,2150,Borsbeek,1,gebouw:1,2021/02/22 00:00:00+00,"""Frans Beirenslaan 94"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Minderbroedersrui 9, 2000 Antwerpen",MINDERBROEDERSRUI,9,,,2000,Antwerpen,1,gebouw:1,2018/07/06 00:00:00+00,"""Minderbroedersrui 9"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,laag,55,,,,,,,
"Groenendaallaan 122-101, 2170 Merksem",GROENENDAALLAAN,122,101,,2170,Merksem,1,woning:1,2026/01/29 00:00:00+00,"""Groenendaallaan 122"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,laag,45,,,,,,,
"Terlindenhofstraat 56, 2170 Merksem",TERLINDENHOFSTRAAT,56,,,2170,Merksem,1,woning:1,2019/07/18 00:00:00+00,"""Terlindenhofstraat 56"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bosstraat 18, 2040 Bezali",BOSSTRAAT,18,,,2040,Bezali,1,woning:1,2025/10/22 00:00:00+00,"""Bosstraat 18"" ""2040"" ""Bezali""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Torenblokstraat 29-1, 2610 Wilrijk",TORENBLOKSTRAAT,29,1,,2610,Wilrijk,1,woning:1,2025/09/09 00:00:00+00,"""Torenblokstraat 29"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,15,,,,,,,
"Torenblokstraat 29-2, 2610 Wilrijk",TORENBLOKSTRAAT,29,2,,2610,Wilrijk,1,woning:1,2025/09/09 00:00:00+00,"""Torenblokstraat 29"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Torenblokstraat 29-3, 2610 Wilrijk",TORENBLOKSTRAAT,29,3,,2610,Wilrijk,1,woning:1,2025/09/09 00:00:00+00,"""Torenblokstraat 29"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,15,,,,,,,
"Jozef De Bomstraat 27, 2018 Antwerpen",JOZEF DE BOMSTRAAT,27,,,2018,Antwerpen,1,woning:1,2021/05/03 00:00:00+00,"""Jozef De Bomstraat 27"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Paardenmarkt 23, 2000 Antwerpen",PAARDENMARKT,23,,,2000,Antwerpen,1,gebouw:1,2022/02/17 00:00:00+00,"""Paardenmarkt 23"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Steenovenstraat 2-3, 2040 Bezali",STEENOVENSTRAAT,2,3,,2040,Bezali,1,woning:1,2025/09/02 00:00:00+00,"""Steenovenstraat 2"" ""2040"" ""Bezali""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Paleisstraat 63, 2018 Antwerpen",PALEISSTRAAT,63,,,2018,Antwerpen,1,woning:1,2025/04/17 00:00:00+00,"""Paleisstraat 63"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Paleisstraat 63 bus 1, 2018 Antwerpen",PALEISSTRAAT,63,,1,2018,Antwerpen,1,woning:1,2025/04/17 00:00:00+00,"""Paleisstraat 63"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Paleisstraat 63 bus 2, 2018 Antwerpen",PALEISSTRAAT,63,,2,2018,Antwerpen,1,woning:1,2025/04/17 00:00:00+00,"""Paleisstraat 63"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Varenlaan 31, 2610 Wilrijk",VARENLAAN,31,,,2610,Wilrijk,2,woning:2,2015/11/24 00:00:00+00,"""Varenlaan 31"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
